,Body,Label
3072,">>>>> On Wed, 9 Oct 2002, ""Jason"" == Jason Rennie wrote:  Jason> My sysadmins have told me that the sending mail client
  Jason> is supposed to escape lines begining with ""From "".Your sysadmins are wrong.Whatever program that is used to store the mail into the 
braindead ""mailbox"" file (/var/spool/mail/whatever) is supposed 
to escape a line that begins with From.  That program is called 
the local Mail Delivery Agent (MDA)It would be better if you never, ever, stored your mail in a 
""mailbox"" file.If your sysadmins are capable of it, get them to set up the 
receiving Mail Transfer Agent (MTA) to allow the use of procmail 
as the local MDA.  Then use procmail to invoke rcvstore and 
deliver your mail directly into your MH mail folders.Most Linux systems come configured this way, if a user has a
$HOME/.procmail file then mail is delivered using procmail.
--Hal
_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users
",0
2003,"Is there a way to get my read email downloaded off webmail.eircom.net.I've been reading the emails using the web based interface. But I've
reached my quota limit. There doesn't seem to be any way to get the
emails off the server. I can connect to the account using POP, but that
only retrieves unread emails. There's also no way to mark emails as
unread from the html interface.Is there a way I can use fetchmail perhaps to get it to pull down all
the emails and remove them off the server.It's been years since I've used fetchmail, I don't recall be able to do
this.Any other suggestions welcome. There's a few hundred email so I don't
fancy going through each one forwarding it to another account.Glen
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
1686,empty,1
5491,"RAH quoted:
>Indians are not poor because there are too many of them; they are poor
>because there are too many regulations and too much government intervention
>-- even today, a decade after reforms were begun. India's greatest problems
>arise from a political culture guided by socialist instincts on the one
>hand and an imbedded legal obligation on the other hand.Nice theory and all, but s/India/France/g and the statements hold just
as true, yet France is #12 in the UN's HDI ranking, not #124.
>Since all parties must stand for socialism, no party espouses
>classical liberalismI'm not convinced that that classical liberalism is a good solution
for countries in real difficulty.  See Joseph Stiglitz (Nobel for
Economics) on the FMI's failed remedies.  Of course googling on
""Stiglitz FMI"" only brings up links in Spanish and French.  I guess
that variety of spin is non grata in many anglo circles.
R
http://xent.com/mailman/listinfo/fork",0
4220,"URL: http://www.newsisfree.com/click/-0,8613663,159/
Date: 2002-10-06T18:12:57+01:00In our final round-up from the GDC Europe 2002, we review the confernece 
sessions and the ECTS expo, noting the spiraling increase in game complexity.
",0
5068,"
So are PNGs still kosh?http://xent.com/mailman/listinfo/fork
",0
4063,"URL: http://www.newsisfree.com/click/-2,8423193,1717/
Date: 2002-10-01T08:34:12+01:00(katu)
",0
2875,"On Mon, 9 Sep 2002, Rick Baartman wrote:
> Is there a way to do a global Sort command?
Wanting to sort like that is not common; I'd be surprised if exmh has
a widget for it.  You can achieve what you want with the command-line
mh tools, though.
I suggest doing the following from a shell prompt: sh -c 'for f in ""`folders -recurse -fast`"" ; do sortm +""$f"" ; done'(The command ""sortm"" will sort a particular folder, and
""folders -recurse -fast"" prints out a list of all of your folders.)
I hope this helps,
 Jacob Morzinski                                jmorzins@mit.edu_______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users
",0
2011,"So, I've been letting the little .exe of SETI@Home run endlessly on my PC .  Last total for this upgrade approx.
420 hours of scanning time.  And still no ET.  I'm so disappointed.
Does anyone else on the list let Berkeley use their computer for research in this manner?
http://setiathome.berkeley.edu
DRS[Non-text portions of this message have been removed]
------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
3248,empty,0
1260,"In a recent survey conducted by Durex
<
/
F
O
N
T
>
c
o
n
d
o
m
s
,
 
<
F
O
N
T
 
C
O
L
O
R
3
D
#
F
F
0
0
3
3
>
6
7%
<
/
F
O
N
T
>
o
f
 
w
o
m
e
n
 
s
a
i
d
 
t
h
a
t
<
b
r
>
t
h
e
y
 
a
r
e
 
u
n
h
a
p
p
y
 
w
i
t
h
 
t
h
e
 
s
i
z
e
 
o
f
 
t
h
e
i
r
 
l
o
vers. Proof that size doesmatter! A large member has much more surface area and is capable ofstimulating more nerve endings, providing more pleasure for you and yourpartner. Our revolutionary pill developed by world famous pharmacist isguaranteed to increase your size by 1-3"".Enter here for detailsTo come off just Open here
",1
805,"To remove see below.I work with a company that submits
web sites to search engines and saw
your listing on the internet.We can submit your site twice a month
to over 400 search engines and directories
for only $29.95 per month.We periodically mail you progress
reports showing where you are ranked.To get your web site in the fast lane
call our toll free number below!Sincerely,Mike Bender
888-892-7537
* All work is verified
To be removed call: 888-800-6339 X1377
",1
3612,"
    >> Before we get too far down this road, what do people think of
    >> creating a spambayes package containing classifier and tokenizer?
    >> This is just to minimize clutter in site-packages.    Guido> Too early IMO (if you mean to leave the various other tools out
    Guido> of it).Well, I mentioned classifier and tokenize only because I thought they were
the only importable modules.  The rest represent script-level code, right?    Guido> If and when we package this, perhaps we should use Barry's trick
    Guido> from the email package for making the package itself the toplevel
    Guido> dir of the distribution (rather than requiring an extra directory
    Guido> level just so the package can be a subdir of the distro).That would be perfect.  I tried in the naive way last night, but wound up
with all .py files in the package, which wasn't my intent.Skip
",0
960,"Vigoral AdVigoral Herbal Sex EnhancersDirect from
        the lab to you!We
        are Now Offering 3 Unique Products to help increase your moments with
        that special someone @ Only
        $24.99 each!!!
Only
        $24.99 ea!
Only
        $24.99 ea!
Only
        $24.99 ea!
Men,
        Increase Your Energy Level & Maintain Stronger Erections!
Edible,
        Specially Formulated Lubricant For Everyone!
Women,
        Heighten Your Sexual Desire & Increase Your Sexual Climax!
CLICK
                HERE to Get it While it's HOT!
You
        are receiving this special offer because you have provided permission to
        receive email communications regarding special online promotions or
        offers. If you feel you have received this message in error, or wish to
        be removed from our subscriber list, Click
        HERE and you will be removed within less than three business days.
        Thank You and sorry for any inconvenience.",1
1558,"Want to watch HARDCORE PORN MOVIES ? Our site is voted the #1 BROADBAND MOVIE SITE ONLINE !Click this link to WATCH OUR STEAMING CHIX IN ACTION :http://www.froggyhost.com/clubs/sexmoviestoday/To unsubscribe from our list enter you email here :
http://www.froggyhost.com/clubs/remove/  [JK9^"":}H&*TG0BK5NKIYs5]
http://xent.com/mailman/listinfo/fork
",1
1435,"Dear Sir/Ma, 
I am HAJIYA MARYAM ABACHA, wife of the late Nigeria Head of State,General Sanni Abacha who died on the 8th of June, 1998 while still on active duty. l am contacting you in view of the fact that we will be of great assistance to each other likeness developing a cordial relationship. I currently have within my reach the sum of THIRTY FIVE MILLION US Dollars (US$35,000,000.00) cash which l intend to use for investment, like Real Estate Development or import/export business specifically in your country. This money came as a payback contract deal between my late husband and a Russian Firm on our countries multi-billion dollars Ajaokuta Steel Plant Project. The Russian Partners returned my husband's share of USD$35,000,000.00 after the death of my husband and lodged in my husband's security company of which l am director right now, the new Civilian Government have intensified their probe on my husband's financial and oil company. In view of these, l acted fast to withdraw the US$3!
 5,000,000.00 from the company's vault and deposited in another private security company vault within the country. I have since declared the Security Company bankrupt. No record ever existed concerning the money traceable by the government because there is no documentation showing that we received the money from the Russian. Due to the current situation in the country concerning government attitude towards my family, it has become quite impossible for me to make use of this money within. Let me refer you to the front page of This Day Newspapers of 10th March 2001. You can check it through their website : www.thisdayonline.com , click on archives,8th. june, 2001) The present government in Nigeria had frozen and seized all my bank accounts both here in Nigeria and abroad. Thus consent l shall expect you to contact me urgently to enable us discuss in detail about this transaction. Bearing in mind that your assistance is needed to transfer this fund, l proposed a percentage of 3!
 0% of the total sum to you for the expected service and assistance, 10
% for offsetting minor expenses incurred in the course of this transaction. Your urgent response is highly needed as to stop further contacts. All correspondence must be by the email address above. l must use this opportunity to implore you to exercise the utmost indulgence to keep this matter extraordinarily confidential whatever your decision while await your prompt response. NB: Because of the security being mounted on the members of my family, l have decided that this transaction be kept in utmost secrecy, remember to include your private Telephone or fax number for easy communication. You can also contact my trusted friend and family attorney,Barrister Aishat Gidado at aishatgidado@go.com or her number 248033044180.
Best Regards. 
Hajia Maryam Abacha.--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",1
